"จังหวัด","เขต / อำเภอ","ตำบล"
"สกลนคร","กุสุมาลย์","อุ่มจาน"
"สกลนคร","กุดบาก","กุดบาก"
"สกลนคร","กุดบาก","นาม่อง"
"สกลนคร","กุดบาก","กุดไห"
"สกลนคร","พรรณานิคม","พรรณา"
"สกลนคร","พรรณานิคม","วังยาง"
"สกลนคร","พรรณานิคม","พอกน้อย"
"สกลนคร","พรรณานิคม","นาหัวบ่อ"
"สกลนคร","พรรณานิคม","ไร่"
"สกลนคร","พรรณานิคม","ช้างมิ่ง"
"สกลนคร","พรรณานิคม","นาใน"
"สกลนคร","พรรณานิคม","สว่าง"
"สกลนคร","พรรณานิคม","บะฮี"
"สกลนคร","พรรณานิคม","เชิงชุม"
"สกลนคร","พังโคน","พังโคน"
"สกลนคร","พังโคน","ม่วงไข่"
"สกลนคร","พังโคน","แร่"
"สกลนคร","พังโคน","ไฮหย่อง"
"สกลนคร","พังโคน","ต้นผึ้ง"
"สกลนคร","วาริชภูมิ","วาริชภูมิ"
"สกลนคร","วาริชภูมิ","ปลาโหล"
"สกลนคร","วาริชภูมิ","หนองลาด"
"สกลนคร","วาริชภูมิ","คำบ่อ"
"สกลนคร","วาริชภูมิ","ค้อเขียว"
"สกลนคร","นิคมน้ำอูน","นิคมน้ำอูน"
"สกลนคร","นิคมน้ำอูน","หนองปลิง"
"สกลนคร","นิคมน้ำอูน","หนองบัว"
"สกลนคร","นิคมน้ำอูน","สุวรรณคาม"
"สกลนคร","วานรนิวาส","วานรนิวาส"
"สกลนคร","วานรนิวาส","เดื่อศรีคันไชย"
"สกลนคร","วานรนิวาส","ขัวก่าย"
"สกลนคร","วานรนิวาส","หนองสนม"
"สกลนคร","วานรนิวาส","คูสะคาม"
"สกลนคร","วานรนิวาส","ธาตุ"
"สกลนคร","วานรนิวาส","หนองแวง"
"สกลนคร","วานรนิวาส","ศรีวิชัย"
"สกลนคร","วานรนิวาส","นาซอ"
"สกลนคร","วานรนิวาส","อินทร์แปลง"
"สกลนคร","วานรนิวาส","นาคำ"
"สกลนคร","วานรนิวาส","คอนสวรรค์"
"สกลนคร","วานรนิวาส","กุดเรือคำ"
"สกลนคร","วานรนิวาส","หนองแวงใต้"
"สกลนคร","คำตากล้า","คำตากล้า"
"สกลนคร","คำตากล้า","หนองบัวสิม"
"สกลนคร","คำตากล้า","นาแต้"
"สกลนคร","คำตากล้า","แพด"
"สกลนคร","บ้านม่วง","ม่วง"
"สกลนคร","บ้านม่วง","มาย"
"สกลนคร","บ้านม่วง","ดงหม้อทอง"
"สกลนคร","บ้านม่วง","ดงเหนือ"
"สกลนคร","บ้านม่วง","ดงหม้อทองใต้"
"สกลนคร","บ้านม่วง","ห้วยหลัว"
"สกลนคร","บ้านม่วง","โนนสะอาด"
"สกลนคร","บ้านม่วง","หนองกวั่ง"
"สกลนคร","บ้านม่วง","บ่อแก้ว"
"สกลนคร","อากาศอำนวย","อากาศ"
"สกลนคร","อากาศอำนวย","โพนแพง"
"สกลนคร","อากาศอำนวย","วาใหญ่"
"สกลนคร","อากาศอำนวย","โพนงาม"
"สกลนคร","อากาศอำนวย","ท่าก้อน"
"สกลนคร","อากาศอำนวย","นาฮี"
"สกลนคร","อากาศอำนวย","บะหว้า"
"สกลนคร","อากาศอำนวย","สามัคคีพัฒนา"
"สกลนคร","สว่างแดนดิน","สว่างแดนดิน"
"สกลนคร","สว่างแดนดิน","คำสะอาด"
"สกลนคร","สว่างแดนดิน","บ้านต้าย"
"สกลนคร","สว่างแดนดิน","บงเหนือ"
"สกลนคร","สว่างแดนดิน","โพนสูง"
"สกลนคร","สว่างแดนดิน","โคกสี"
"สกลนคร","สว่างแดนดิน","หนองหลวง"
"สกลนคร","สว่างแดนดิน","บงใต้"
"สกลนคร","สว่างแดนดิน","ค้อใต้"
"สกลนคร","สว่างแดนดิน","พันนา"
"สกลนคร","สว่างแดนดิน","แวง"
"สกลนคร","สว่างแดนดิน","ทรายมูล"
"สกลนคร","สว่างแดนดิน","ตาลโกน"
"สกลนคร","สว่างแดนดิน","ตาลเนิ้ง"
"สกลนคร","สว่างแดนดิน","ธาตุทอง"
"สกลนคร","สว่างแดนดิน","บ้านถ่อน"
"สกลนคร","ส่องดาว","ส่องดาว"
"สกลนคร","ส่องดาว","ท่าศิลา"
"สกลนคร","ส่องดาว","วัฒนา"
"สกลนคร","ส่องดาว","ปทุมวาปี"
"สกลนคร","เต่างอย","เต่างอย"
"สกลนคร","เต่างอย","บึงทวาย"
"สกลนคร","เต่างอย","นาตาล"
"สกลนคร","เต่างอย","จันทร์เพ็ญ"
"สกลนคร","โคกศรีสุพรรณ","ตองโขบ"
"สกลนคร","โคกศรีสุพรรณ","เหล่าโพนค้อ"
"สกลนคร","โคกศรีสุพรรณ","ด่านม่วงคำ"
"สกลนคร","โคกศรีสุพรรณ","แมดนาท่ม"
"สกลนคร","เจริญศิลป์","บ้านเหล่า"
"สกลนคร","เจริญศิลป์","เจริญศิลป์"
"สกลนคร","เจริญศิลป์","ทุ่งแก"
"สกลนคร","เจริญศิลป์","โคกศิลา"
"สกลนคร","เจริญศิลป์","หนองแปน"
"สกลนคร","โพนนาแก้ว","บ้านโพน"
"สกลนคร","โพนนาแก้ว","นาแก้ว"
"สกลนคร","โพนนาแก้ว","นาตงวัฒนา"
"สกลนคร","โพนนาแก้ว","บ้านแป้น"
